ASSETID,TEXT,language,municipio,distrito,barrio,habitaciones,baños,rooms_detected,area_detected,caracteristicas_detected,ubicacion_detected,precio_detected,caracteristicas,precio,area
A323673776129585585,"Oportunidad piso exterior en una 13ª planta vistas espectaculares! URBANIZACIÓN LOS SAUCES! 
Se pone en venta magnífico piso para actualizar, totalmente exterior, excepto los baños.
Buena finca y piso adaptado a silla de ruedas.
Distribución:
Hall de entrada
Cocina office
Despensa
4 dormitorios
Salón con a/c
Terraza de unos 12 metros
Un baño completo
Un aseo
Trastero
Plaza de garaje en superficie en parking privado.
Calefacción central.
Muy buena ubicación y comunicación situado entre las estaciones de metro Empalme estación adaptada a minusvalidos (L-5) y Campamento ( L- 5) y diversas líneas de autobus.
Rodeado de todo tipo de negocios y servicios necesarios en el día a día.
Estupendo como residencia o como inversión en rentabilidad.
Visítalo sin compromiso! 
",es,Madrid,Latina,Aluche,4.0,1.0,"['Hall de entrada', 'Cocina', 'office', 'Despensa', '4 dormitorios', 'baño', 'aseo']",[],"['exterior', 'Terraza']",[],[],['terraza'],,
A3119392542115716490,"Escayola en toda la vivienda, trastero (incluido en el precio), 2 terrazas de 45m una exterior y otra interior. Aire acondicionado bomba de frio-calor. Servicio conserjería 24 horas. Dispones de transporte público a la puerta (autobús, metro, renfe) supermercados, restaurantes. Acceso a la M-40 y enlace con M-30 y otras radiales. Esta en muy buen estado.",es,Madrid,Puente de Vallecas,Palomeras sureste,,,[],[],"['exterior', 'interior', 'Aire acondicionado']",[],[],['aire acondicionado'],,
A16272826741022954221,"Exterior: Muy luminoso, orientación sur y con una gran terraza haciendo esquina alrededor de la casa entre las dos grandes avenidas de la zona.
Interior: Posee dos accesos a la vivienda, la puerta principal y la de servicio, hall-distribuidor de 15m2, un amplio salón de 50 m2 con varios espacios diferenciados. Cinco dormitorios y tres baños, uno de ellos en Suite. Ver plano
Servicios de la comunidad. Dispone de conserje, dos ascensores, montacargas y rampa para facilitar la movilidad. Trastero situado en la terraza del edificio, desde donde se pueden ver las mejores vistas de Madrid.
Suministros: Calefacción y agua caliente centrales. Aire acondicionado 
Garaje: Una plaza de garaje incluida en el precio para coche grande con fácil acceso, sin maniobras.
Zona: A escasos 20 metros del Metro. Paradas de autobuses a distintos puntos de la capital. Cerca del intercambiador de Moncloa. Rápida salida a M-30 y A6. Zona muy comercial, hospitales a menos de 500 metros, colegios, universidad y ocio.
Buena oportunidad. Os invitamos a visitarlo.",es,Madrid,Chamberí,Vallehermoso,5.0,3.0,"['Cinco dormitorios', 'tres baños', 'Suite']",['50 m2'],"['Exterior', 'terraza', 'Interior', 'Aire acondicionado']",['universidad'],[],"['terraza', 'aire acondicionado']",,50.0
A4822386607840309021,"Estupendo piso en venta en Benimaclet. Amplio piso de dos habitaciones (antes cuatro) reformado. Salón comedor con salida a estupendo balcón. Cocina con salida a amplia galería, espacio para comer, bancada de silestone y vitrocerámica. La vivienda cuenta con armarios empotrados, puerta blindada, ventanas climalit, suelos de madera, aire acondicionado por Split, videoportero, etc. Plaza de garaje a parte por 15.000€. Zona con buenos servicios, centros comerciales, mercados, parques, tiendas, bancos etc. Próximo a paradas de metro y autobús. No pierdas esta oportunidad y no dudes en ponerte en contacto con nosotros para ir a verla. ",es,València,Benimaclet,Camí de Vera,2.0,,"['dos habitaciones', 'comedor', 'Cocina']",[],"['armarios empotrados', 'puerta blindada', 'climalit', 'aire acondicionado', 'por Split']",[],[],"['armario empotrado', 'aire acondicionado']",,
A3806595204598846318,"\""OPORTUNIDAD INMEJORABLE\"", Excelente vivienda de 138 m2 situada junto a la universidad politécnica y tarongers. Dispone de hall de entrada, amplio salón-comedor cuadrado con 2 balcones recayentes a la fachada principal y ventana, 3 dormitorios dobles (de origen 4), 2 baños completos (1 de ellos incorporado al dormitorio principal con ventilación natural y ducha) y cocina espaciosa con galería. Excelentes calidades. Aire acondicionado. Muy luminosa. Orientación muy ventilada. Plaza de garaje y trastero no incluidos en el precio a consultar.",es,València,Algirós,La Vega Baixa,3.0,2.0,"['hall de entrada', '3 dormitorios', '2 baños', 'dormitorio', 'cocina']",['138 m2'],['Aire acondicionado'],['universidad'],[],['aire acondicionado'],,138.0
A4933420688868519563,"Piso todo exterior a dos calles. Amplio piso de 124 m2. con 4 dormitorios dobles, dos baños, comedor de 32m2, cocina con galería. En buen estado. Cuatro balcones a la calle. Orientación sur y cuarta planta, por lo que tiene muchísima luz. Frente a una plaza y junto a la parada del tranvía. A dos calles de Peset Aleixandre. Finca muy tranquila de vecinos. Por mandato expreso de la propiedad, se comercializa este inmueble en exclusiva, por lo que rogamos se abstengan de molestar a los propietarios y vecinos del inmueble.",es,València,Benicalap,Benicalap,4.0,2.0,"['4 dormitorios', 'dos baños', 'comedor', 'cocina']",['124 m2'],['exterior'],['parada'],[],[],,124.0
A11261079340673696378,"REF. 062442

Altura del piso: 1º, superficie total del piso: 77m², superficie útil: 59m², año de construcción del edificio: 2010, antigüedad del edificio: entre 5 y 10 años, estado de conservación del piso: muy buen estado, vidrios dobles, ascensor, puerta blindada, portero automático, aire acondicionado: frío con bomba de calor, habitaciones: 2 exteriores, baños: 1, cocina: totalmente equipada, comedor: amplio y luminoso, orientación: sur, exterior, trastero, soleado: muy soleado, parking: incluidos en el precio, cruce de calles: Calle de Viladomat con Calle de París.
CON TRASTERO Y PARKING

Cerca de Hospital Clínic, Hospital Sagrat Cor, y restaurantes.

Comunicado con el metro L5 Hospital Clínic y autobuses 41, V11 y N12, entre otros.

Se encuentra en Eixample que es uno de los barrios más populares de Barcelona entre los turistas, pero también es el antiguo barrio de los burgueses catalanes. Algunos edificios se caracterizan por sus entradas espectaculares con rasgos modernistas y preciosos acabados que reflejan la riqueza de la clase burguesa. 

Para más información, contactar con el equipo Area Casa.",es,Barcelona,Eixample,La Nova Esquerra de l'Eixample,,,"['cocina', 'comedor']","['77m²', '59m²']","['ascensor', 'puerta blindada', 'aire acondicionado', 'exterior']",['Hospital'],[],"['ascensor', 'aire acondicionado']",,77.0
A12616200139616469037,"Piso muy luminoso, tarima flotante, armarios empotrados vestidos en todas las habitaciones, cocina nueva hecha a medida con gran capacidad. La zona esta muy bien comunicada por metro y autobus en la puerta con lineas que van a la Estacion de Atocha, Cibeles o la Plaza Mayor. A 5 min de Madrid Rio. Supermecados al lado y todos los servicios por la zona. Piso con muchas posiblidades. Abstenerse agencias.",es,Madrid,Carabanchel,Opañel,,,['cocina'],[],['armarios empotrados'],[],[],['armario empotrado'],,
A4180255313821328348,"OPORTUNIDAD. Piso totalmente nuevo, a estrenar, en residencial con piscina y zonas comunes. 
La vivienda, construida en 2004, ha sido utilizada como oficina y durante muy poco tiempo. La cocina está sin usar, como nueva, y el baño está impecable. 
Se distribuye en un amplio salón comedor, cocina independiente, bastante amplia, con galería y espacio para poner una mesa, dos habitaciones dobles, ambas con armarios empotrados, y un cuarto de baño. 
Construido con muy buenas calidades, dispone de aire acondicionado frio/calor, por splits en salón y dormitorio principal. Ventanas climalit, paredes lisas, suelo de terraza, armarios vestidos, etc. 
Amplia plaza de garaje incluida en el precio. 
Edificio con conserje 20 horas, piscina, gimnasio, pista de padel, jardines y club social.",es,València,Jesús,Camí Reial,2.0,1.0,"['cocina', 'baño', 'comedor', 'dos habitaciones', 'cuarto de baño', 'dormitorio']",[],"['piscina', 'armarios empotrados', 'aire acondicionado', 'climalit', 'terraza']",[],[],"['piscina', 'armario empotrado', 'aire acondicionado', 'terraza']",,
A18235279812039675949,"Bajo con jardín, 3 habitaciones 2 con baño ensuite, la tercera con el baño en el pasillo y habitación de servicio con baño. Terraza acrisolada y acondicionada como cuarto de estar para invierno o abatible en verano. Zona común con jardín, arenero, piscina y pista de padel. 2 plazas de garaje y amplio trastero.",es,Madrid,Moncloa,Valdemarín,3.0,1.0,"['3 habitaciones', 'baño', 'pasillo', 'cuarto de estar']",[],"['Terraza', 'piscina']",[],[],"['terraza', 'piscina']",,
A1429668315860115655,"En el céntrico barrio de Tetuán, Atomiun inicia la comercialización de una nueva promoción, Residencial Adrián Pulido 3. 

Se trata de un conjunto de 6 viviendas con unas superficies desde 43 m² hasta 99 m², con estudios, uno o dos dormitorios y amplia terraza en la vivienda del ático y del bajo.

 Las viviendas destacan por su excelente distribución, por su dotación de materiales y equipaciones de la máxima calidad.

Residencial Adrián Pulido se encuentra a tan sólo cinco minutos de la plaza de Cuatro Caminos, en una zona con gran variedad de servicios y totalmente consolidada y equipada con colegios, centros de salud, instalaciones deportivas, comercios y parques con espacios verdes y zonas infantiles. Además, se encuentra muy cercana a la Avenida del General Perón y por tanto a la zona de mayor actividad económica y de negocios de la Comunidad de Madrid.

*IVA no incluido en el precio.

Los planos e imágenes mostradas son orientativos sin carácter contractual. Los acabados del proyecto pueden sufrir ajustes o modificaciones por causas técnicas durante la ejecución de la obra. 

Financiado por BANKINTER.",es,Madrid,Tetuán,Bellas Vistas,2.0,,['dos dormitorios'],"['43 m²', '99 m²']",['terraza'],['Avenida'],[],['terraza'],,99.0
A12690691905747497447,"Este inmueble se encuentra en Plaza Regino Mas, 7, 46025, Valencia, Valencia, en la zona del BENICALAP, en la planta 1 sin ascensor. Es un inmueble, construido en el año 1969, que tiene 61 m2 de los cuales 57 m2 son útiles y dispone de 1 baños.
Exterior completamente, orientación sur, muy agradable para vivir.

VIVIENDA EXTERIOR, AMPLIA Y MUY LUMINOSA EN LA ZONA DE BENICALAP. CON 2 DORMITORIOS, GRAN SALÓN, COCINA CON GALERIA Y BAÑO CON BAÑERA. MUY CERCA DEL PARQUE DE BENICALAP Y CON TODOS LOS SERVICIOS AL ALCANCE, COMERCIOS, SUPERMERCADOS.

Solicita información sin compromiso y cuenta con la ayuda y asesoramiento de Víviz, nuestra mayor satisfacción es que encuentres lo que buscas. Oportunidades inmobiliarias en Alicante, Castellón, Valencia, Tarragona, Santander y Teruel.
Hablamos de tu casa. Hablamos de tí
Encuentra más en.",es,València,Benicalap,Ciutat Fallera,2.0,1.0,"['1 baños', '2 DORMITORIOS', 'COCINA', 'BAÑO']","['61 m2', '57 m2']","['ascensor', 'Exterior', 'EXTERIOR']",['PARQUE'],[],['ascensor'],,61.0
A15661459071171544073,"Apartamento en 6ª planta con vistas al parque Emperatriz María Luisa de Austria y junto al Metro de Opañel diseñado por estudio de interiorismo. Vivienda exclusiva en la zona, totalmente reformada de diseño con altísimas calidades. Con una superficie construida de 92 m2, esta propiedad cuenta con amplisimo y luminoso salón con 3 ventanales a la calle, dormitorio doble, gran baño estilo zen y cocina independiente totalmente amueblada y equipada. Edificio de 7 plantas con ascensor con bajos costes de comunidad. Calefacción individual por Gas Natural. Zona tranquila, de fácil aparcamiento. Si buscas vistas, tranquilidad y exclusividad en la zona, esta es tu oportunidad. NO COBRAMOS HONORARIOS AL COMPRADOR.",es,Madrid,Carabanchel,Abrantes,1.0,1.0,"['dormitorio', 'baño', 'cocina']",['92 m2'],['ascensor'],['parque'],[],['ascensor'],,92.0
A8380778350438834792,"Local CON GRAN RENTABILIDAD.

Les ofrecemos una inversión asegurada, de más de 5,5%

El inmueble se compone salón cocina, dormitorio con baño en suite, en perfectas condiciones y un patio de uso.

Esta entre las bocas de Metro de Lavapiés y Antón Martín sin duda una de las zonas más reclamadas de la capital, para el alquiler.

Que decir de este barrio en pleno auge con todo tipo de servicios y destacando las comunicaciones vía automóvil, transporte público y ferroviario.
VENGA A VERLO.

Visite nuestra pagina Web. homeaction. es.

// se agradece adjuntar Número de móvil en su información para así ponernos en contacto con ustedes de manera inmediata//.",es,Madrid,Centro,Lavapiés-Embajadores,1.0,1.0,"['cocina', 'dormitorio', 'baño en suite']",[],[],[],[],[],,
A8537263229812841035,"SALER HOMES Se ubica en el entorno de la Ciudad de Las Artes y las Ciencias. Un edificio singular y único en Valencia. Un conjunto residencial donde podrá disfrutar de zonas ajardinadas, piscina, gimnasio, salón comunitario y zona infantil. Está compuesto de 100 viviendas de 2, 3, 4 y 5 dormitorios, y áticos con grandes terrazas. Las viviendas disponen de un vestidor incorporado al dormitorio principal, un espacio destinado a cuarto de plancha y un acceso directo desde la cocina al salón. Sostenibilidad y calidad certificada con el sello europeo BREEAM. Viviendas con garaje, trastero y parking para bicicletas incluido en el precio.
IVA no incluido.",es,València,Quatre Carreres,La Punta,5.0,,"['5 dormitorios', 'vestidor', 'dormitorio', 'cocina']",[],"['zonas ajardinadas', 'piscina']",[],[],['piscina'],,
A14243977815888852494,"Exterior y luminosa vivienda de tres dormitorios ubicada en una segunda planta en una de las zonas más demandadas y cotizadas de la Capital como es el Distrito de Chamberí, concretamente dentro del Barrio de Ríos Rosas / Nuevos Ministerios.

Situada en una segunda planta exterior, cuenta con tres balcones a la calle. La superficie de la vivienda se divide en tres dormitorios, donde dos de ellos son dobles, amplio salón exterior, cocina independiente y baño. Como características sumamente destacables, cuenta con una luminosidad envidiable al contar con tres ventanales al exterior y dar a un patio de luces abierto con orientación este sumamente envidiable. Además cuenta con techos altos de casi tres metros, punto característico típico de fincas de la época.

Emplazada en una finca de construcción de 1940, cuenta con una fachada neoclásica protegida en perfecto estado de conservación y portal señorial con molduras. Aunque la finca actualmente no dispone de ascensor, se ha aprobado ya la instalación del mismo con la correspondiente revalorización que ello supone.

En relación a la ubicación, se encuentra en la zona de Ríos Rosas, punto totalmente consolidado rodeado de una oferta gastronómica única, así como diferentes opciones de ocio, destacando su cercanía a la calle Ponzano, uno de los principales atractivos de ocio y gastronómicos de la Capital.

Desde el punto de vista de su comunicación, dispone de una comunicación perfecta, tanto por vehículo privado, como por transporte público al contar con acceso prácticamente directo a principales vías como son el Paseo de la Castellana, Santa Engracia o José Abascal, y disponer en sus inmediaciones de numerosas líneas de autobús y estaciones de metro como Ríos Rosas (Línea 1) y Alonso Cano (Línea 7) o Gregorio Marañón (Línea 7 y 10).",es,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,3.0,1.0,"['tres dormitorios', 'cocina', 'baño']",[],"['Exterior', 'exterior', 'ascensor']",[],[],['ascensor'],,
A12168857783617401901,"Estupendo piso totalmente reformado, de 3 dormitorios, salón luminoso, cocina con electrodomésticos nuevos, baño, suelos de tarima, calefacción, ventanas de climalit, aire acondicionado, armarios empotrados, finca con ascensor. Muy buena zona, cerca del metro de Buenos Aires (linea 1), autobuses 310 y el nocturno N10. ABSTENERSE AGENCIAS POR FAVOR.",es,Madrid,Puente de Vallecas,Palomeras Bajas,3.0,1.0,"['3 dormitorios', 'cocina', 'baño']",[],"['climalit', 'aire acondicionado', 'armarios empotrados', 'ascensor']",[],[],"['aire acondicionado', 'armario empotrado', 'ascensor']",,
A18402523428421556835,"***Excelente vivienda situada en la Saïdia, piso distribuido en: tres habitaciones dobles (dos con armarios empotrados), la habitación principal tiene salida a balcón y baño en suite, los dos baños completos (uno con ducha y otro con bañera), amplio salón comedor con salida a balcón, cocina con galería tipo lavadero, suelo en terrazo blanco, carpintería exterior en aluminio climalit, carpintería interior en Sapely.

Muy luminoso, totalmente exterior, para entrar a vivir, rodeado de todos los servicios: supermercados, colegios (Salesianos, Salesianas, transporte público, a tan solo diez minutos del centro de Valencia, etc. ***.",es,València,La Saïdia,Tormos,3.0,2.0,"['tres habitaciones', 'baño en suite', 'dos baños', 'comedor', 'cocina']",[],"['armarios empotrados', 'bañera', 'exterior', 'climalit', 'interior']",[],[],['armario empotrado'],,
A7584711555524546135,"Agencia Negociadora del Alquiler vende estupenda vivienda de 85 m2, exterior y muy luminosa en finca con ascensor. Acceso para personas de movilidad reducida. Consta de 3 dormitorios, terraza, cuarto de baño con bañera, amplio salón comedor y cocina independiente. 
Puerta blindada, suelos de parquet, ventanas de aluminio, aire acondicionado por conductos, armarios y calefacción individual por caldera de gas natural. Los honorarios de la agencia no están incluidos en el precio (2%+IVA) y corresponden al comprador.",es,Madrid,Retiro,Adelfas,3.0,1.0,"['3 dormitorios', 'cuarto de baño', 'comedor', 'cocina']",['85 m2'],"['exterior', 'ascensor', 'terraza', 'bañera', 'Puerta blindada', 'aire acondicionado']",[],[],"['ascensor', 'terraza', 'aire acondicionado']",,85.0
A10584743032324099729,"Excelente oportunidad, piso para reformar con muchas posibilidades. Situado en finca representativa de 1950 en ubicación privilegiada, en pleno barrio de Chamberí, en la zona de Gaztambide.

Piso con mucha luz, tercera planta exterior con dos amplios ventanales a la calle y entrada de luz por patio de manzana y dos amplios patios de luces.

La vivienda dispone actualmente de salón comedor, largo pasillo distribuidor, cocina independiente, cuatro dormitorios y dos baños.

Para más información, fotos y visitas póngase en contacto.",es,Madrid,Chamberí,Gaztambide,4.0,2.0,"['entrada', 'comedor', 'pasillo', 'cocina', 'cuatro dormitorios', 'dos baños']",[],['exterior'],[],[],[],,
A12599985087988729636,"Acogedor Piso en el barrio del Baix Guinardó

Housfy, de particular a particular sin comisiones de agencia.

vende de particular a particular y sin comisiones un acogedor piso en el barrio del Baix Guinardó. Una oportunidad única para vivir en el centro de la ciudad Condal.

Características de la vivienda:

- Acogedor piso de 42 m2 construidos en el barrio del Baix Guinardó.
- 2 Habitaciones y 1 Baño.
- A patio interior.
- El piso tiene inquilino hasta Mayo de 2020.
- Posibilidad de alquilarlo a unos 800 con una buena rentabilidad.
- Mobiliario a negociar con el propietario. 
- Entorno tranquilo y bien comunicado.

Descripción de la propiedad:

El piso está ubicado en la primera planta de este edificio construido en el año 1935 sin ascensor. La vivienda cuenta con 42 m2 construidos con una buena distribución y estructura. El edificio es tranquilo y en él conviven un total de 8 vecinos.

El piso cuenta con dos habitaciones y un baño completo equipado con plato de ducha. La cocina está en perfecto estado y cuenta con todo lo necesario para el día a día. El salón es un espacio perfecto para disfrutar la tranquilidad y pasar buenos momentos junto a tus seres queridos.

Este inmueble cuenta con suelos de parquet y aire acondicionado.

En cuanto a la ubicación, la vivienda está ubicada en una buena zona del barrio del Baix Guinardó. El inmueble se encuentra cerca de una amplia variedad de comercios y servicios así como supermercados, farmacias, colegios y zonas de ocio. Además la vivienda se encuentra a tan solo unos pasos del emblemático Hospital de Sant Pau, por lo que a su alrededor podemos encontrar varios puntos de transporte publico como las líneas L5 y L4, y paradas de autobús.

",es,Barcelona,Horta Guinardó,El Baix Guinardó,2.0,1.0,"['2 Habitaciones', 'Baño', 'dos habitaciones', 'baño', 'cocina']",['42 m2'],"['interior', 'ascensor', 'plato de ducha', 'aire acondicionado']",['Hospital'],[],"['ascensor', 'aire acondicionado']",,42.0
A11384794563326612214,"Piso en venta en una de las mejores zonas, tiene 140 m2, 3 dormitorios, dos baños salon, cocina, la vivienda esta para actualizar, la vivenda tiene muchas posibilidades, orientación este, terraza, muy luminoso, ascensor, portero físico, calefacion central, el piso. Es esterior con cuatro ventanas a la calle, la vivienda esta cerca de tiendas, colegios, transporte público cercano la línea 6 de metro y línea 3 y una gran variedad de líneas de autobús como el intercambiador de moncloa.
El piso mejor verlo.",es,Madrid,Chamberí,Gaztambide,3.0,2.0,"['3 dormitorios', 'dos baños', 'salon', 'cocina', 'esterior']",['140 m2'],"['terraza', 'ascensor']",[],[],"['terraza', 'ascensor']",,140.0
A7204607758454581867,"Inmovaloraciones vende este excepcional bajo recientemente reformado, listo para entrar a vivir, vivienda en planta baja muy luminosa con una terraza de quince metros con trastero perteneciente únicamente a la vivienda y a zona posterior privada sin zona de paso, la vivienda es muy rectangular, amplias estancias, dos amplias habitaciones, con grandes armarios, cocina amueblada, salón comedor y habitación principal exterior, toda la vivienda tiene una reforma con muy poco uso, fontanería, electricidad, gas, fachadas, estructuras, e instalaciones, suelos de tarima, radiadores de calefacción eléctricos programables, cuarto de baño con plato de ducha, puertas de madera de roble, armarios empotrados y completos, calentador eléctrico nuevo e individual, radiadores eléctricos, contadores independientes, todo en excelente estado. La vivienda consta de acometida de gas natural. La vivienda se vende tal y como se ve en las fotos, amueblada y lista para entrar a vivir, Zona de parques y tranquila. Ideal para inversores, amueblado y listo para entrar a vivir.
El piso se encuentra en una buena zona de Villaverde, con excelentes comunicaciones, a menos de cinco minutos andando a la estación de cercanías líneas C-3 y C-4 y metro línea 3 por las que puedes llegar al centro y a todos los puntos de Madrid. M-40, M-50, Avenida de Andalucía, todos los servicios, muy cercano al centro de Madrid.
Muchas Posibilidades, mejor ver.",es,Madrid,Villaverde,Villaverde Alto,,1.0,"['cocina', 'comedor', 'cuarto de baño']",[],"['terraza', 'exterior', 'plato de ducha', 'armarios empotrados']",['Avenida'],[],"['terraza', 'armario empotrado']",,
A4509713297407590550,"Precioso y amplio piso, situado en Madrid Rio, con todos los servicios, comercios y parques cerca.
en pleno centro de Madrid, en una zona asentada, tranquila y a poco metro del centro Comercial de Principe Pio.
Consta de 4 dormitorios, 2 baños, cocina y salon. Tiene dos entradas a la vivienda, la principal y la de servicio. La finca tiene portero y ascensor.
Suelos de parquet, puertas de sapelly, ventanas de aluminio.
Todas las estancias son grandes y luminosos.
A 5 min se encuentra la casa de campo.
No pierdas la oportunidad de venir a verlo.",es,Madrid,Latina,Puerta del Ángel,4.0,2.0,"['4 dormitorios', '2 baños', 'cocina', 'salon']",[],['ascensor'],['centro Comercial'],[],['ascensor'],,
A4675280923979328062,"Inmueble situado en calle Alcolea junto a Avinguda Madrid, en el distrito de Sants.
La vivienda consta de 90 m2 útiles (70m2 de vivienda y 20m2 de terraza). 

Está distribuido en 3 habitaciones (2 dobles y 1 individual), cocina independiente equipada con salida a galería, amplio salón comedor con acceso a balcón francés, un baño completo y 1 terraza.

Dispone de A/A, calefacción y suelo de parquet. 
El piso se encuentra para actualitzar. Doble orientación (este y oeste), muy tranquilo y luminoso. Se trata de 1a planta real en
finca de 1970 con ascensor.

Muy bien comunicado con transporte público, a 4 minutos de L3 Plaça del Centre y cercano a la Estació de Sants. Próximo a todo tipo de servicios (guarderías, supermercados, cajeros, parques, colegios.. .

Referencia inmueble: AMv232.",es,Barcelona,Sants-Montjuïc,Sants,3.0,1.0,"['3 habitaciones', 'cocina', 'comedor', 'baño']",['90 m2'],"['terraza', 'ascensor']",['guarderías'],[],"['terraza', 'ascensor']",,90.0
A5179937409109539882,"Inmueble de 53m² situado en la calle Grassot distribuido en 1 dormitorio con salida a un balcón, salón-comedor con cocina americana y baño. Reformado. 4ª planta de altura real con ascensor en preciosa finca regia del 1930.",es,Barcelona,Gràcia,El Camp d'En Grassot i Gràcia Nova,1.0,1.0,"['dormitorio', 'cocina', 'baño']",['53m²'],['ascensor'],[],[],['ascensor'],,53.0
A2852733109022525826,"Fantástico piso con terraza en finca joven con ascensor del Eixample Esquerra, concretamente junto a la Modelo, zona en pleno proceso de evolución y transformación con 14.000 m2 de áreas verdes y servicios de nueva creación.
Dispone una buena distribución compuesta por cuatro dormitorios (dos doble y dos individuales), salón comedor con salida a terraza de unos 5 m2, cocina con lavadero, dos baños completos.
Buena ubicación, cerca de la Estación Sants, Plaza España, Centro comercial “Las Arenas”, Hospital Clínic, Parque de Joan Miró.. . Próximo también a las universidades EAE y EADA.
Bien comunicado mediante Metro (Líneas 3 y 5), AVE (Estación de Sants) y de diversas líneas de autobús.

** En las imágenes se muestra una posible reforma de la vivienda que no incluida en el precio.",es,Barcelona,Eixample,La Nova Esquerra de l'Eixample,4.0,2.0,"['cuatro dormitorios', 'comedor', 'cocina', 'dos baños']",['5 m2'],"['terraza', 'ascensor']","['Centro comercial', 'Hospital', 'Parque']",[],"['terraza', 'ascensor']",,
A1066435186491184647,"Vivienda Casar \""Tu boutique inmobiliaria en el Casar \"" te ofrece la Oportunidad de comprar un Impresionante PISO DE LUJO de cuatro dormitorios en una de las mejores zonas de Madrid.
Se trata de un piso de 4 dormitorios, 4 baños, cocina y amplio salón comedor de mas de 100 M2 exterior en la ZONA DE CAHMBERI en Madrid en una de las mejores zonas. 
Según se entra nos encontramos con un magnífico hall-recibidor y el salón de más de 100 mt2 con chimenea y sala de cine en el mismo, con salida a la magnifica terraza de mas de 11 metros lineales, que le aporta mucha luz a la vivienda.
Del pasillo de la vivienda salen Tres de las Habitaciones grandes con el baño completo y vestidor en todas ellas y otra que es grande también con baño incluido. 
Tiene una terraza de mas de 11 metros lineales, que le aporta mucha luz a la vivienda.
Lleva incluida una plaza de garaje y un trastero.
Todos los techos son de una altura de mas de 3 metros adornados con escayolas clásicas muy representativas.
La cocina esta completamente equipada con una isla central así como un aseo de cortesía, amplios armarios en todas las estancias incluido armario de invitados.
La vivienda está dotada de aire acondicionado centralizado por conductos bajo el techo, calefacción y agua caliente central. Las terminaciones son de lujo con adornos italianos, mármol de Carrara, suelos radiantes en los baños, jacuzzi, persianas automáticas, instalación de pantalla de cine y audio profesional motorizada con preinstalación 4K en salon. Apliques y lámparas de cristal de Murano aportan la distinción apropiada al conjunto.
ES UN AUTENTICO CAPRICHO EN UNA DE LAS MEJORES ZONAS RESIDENCIALES DE MADRID.",es,Madrid,Chamberí,Almagro,4.0,4.0,"['cuatro dormitorios', '4 dormitorios', '4 baños', 'cocina', 'comedor', 'pasillo', 'baño', 'vestidor', 'aseo', 'salon']",['100 M2'],"['exterior', 'chimenea', 'terraza', 'aire acondicionado']",[],[],"['terraza', 'aire acondicionado']",,100.0
A11168648821298759279,"93000 €. Ofrecemos en exclusiva este apartamento, ubicado junto a la avenida de Serrería, frente al ambulatorio y muy cerca del barrio del Cabanyal y la playa. Dispone de tres habitaciones, dos de ellas dobles, un gran salon con vistas al ambulatorio, cocina con galería y un amplio baño. Todo reformado con instalación eléctrica y fontanería nuevas, parquet, puertas y paredes lisas y ventanales de climalit. Orientado al Sur y Norte, el edificio cuenta con la ventaja de disponer de un patio interior donde se pueden dejar bicicletas y otros objetos y un trastero compartido en la última planta. Esta ubicado en una cuarta planta sin ascensor, donde únicamente hay dos vecinos por rellano. Si buscas vivir cerca del mar, esta es una buena ocasión! Ref. : 4347.",es,València,Poblats Marítims,Beteró,3.0,1.0,"['tres habitaciones', 'salon', 'cocina', 'baño']",[],"['climalit', 'interior', 'ascensor']","['avenida', 'ambulatorio', 'playa']",['93000 €'],['ascensor'],93000.0,
A3779912055335925084,"castillejos - avenida Gaudi, Piso exterior a 50 metros de la Avenida Gaudi. Tiene dos dormitorios dobles exteriores (uno con balcón) y otro individual interior, un cuarto de baño y cocina. A reformar pudiendo mantener los detalles originales de la finca (vuelta catalana, pared vista de ladrillos, suelos hidraulicos y carpinterias), tercera planta de altura exterior a calle con sol todo el dia.",es,Barcelona,Eixample,La Sagrada Família,2.0,1.0,"['dos dormitorios', 'cuarto de baño', 'cocina']",[],"['exterior', 'interior']","['avenida', 'Avenida']",[],[],,
